"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00024213","1942-10","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","8",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","","","","","19421028",",,X","19421031","+,,X","19421031","+,,X","","","19421027",",,X","19421021",",,X","4.4",",X,28,","0",",,X,31,+","0",",,X,31,+","10.7",",,X,27,","21.7",",X,21,","571.6","X","191.3",",X","30.9",",,,X","","","","","","","0",",,,X","12.16",",X","15.34",",,,X","8.98",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1942-11","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","19",",X","15",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","","","","","19421120",",,X","19421130","+,,X","19421130","+,,X","","","19421116",",,X","19421112",",,X","2.8",",X,20,","0",",,X,30,+","0",",,X,30,+","30.5",",,X,16,","21.1",",X,12,","788.1","X","216.5",",X","218.5",",,,X","","","","","","","0",",,,X","11.12",",X","14.72",",,,X","7.51",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1942-12","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","22",",X","17",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","19421204","+,,X","19421231","+,,X","19421231","+,,X","","","19421227","+,,X","19421215",",,X","2.2",",X,04,+","0",",,X,31,+","0",",,X,31,+","27.2",",,X,27,+","16.7",",X,15,","1048.8","X","260.7",",X","216.5",",,,X","","","","","","","0",",,,X","9.92",",X","12.69",",,,X","7.16",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1943-01","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","13",",X","9",",X","1",",X","0",",X","0",",X","0",",X","2",",X","0",",X","1",",X","0",",X","","","","","19430118",",,X","19430131","+,,X","19430131","+,,X","","","19430120",",,X","19430108",",,X","-3.3",",X,18,","0",",,X,31,+","0",",,X,31,+","40.9",",,X,20,","23.9",",X,08,","1359.9","X","311.1",",X","132.9",",,,X","","","","","","","0",",,,X","8.30",",X","12.33",",,,X","4.26",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1943-02","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","12",",X","7",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","2",",X","0",",X","","","","","19430209",",,X","19430228","+,,X","19430228","+,,X","","","19430204",",,X","19430216",",,X","0.0",",X,09,","0",",,X,28,+","0",",,X,28,+","22.1",",,X,04,","25.6",",X,16,","1575.9","X","216.0",",X","89.2",",,,X","","","","","","","0",",,,X","10.62",",X","14.71",",,,X","6.53",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1943-03","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","12",",X","9",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","19430316",",,X","19430331","+,,X","19430331","+,,X","","","19430329",",,X","19430325","+,,X","1.7",",X,16,","0",",,X,31,+","0",",,X,31,+","39.4",",,X,29,","17.8",",X,25,+","1818.7","X","242.8",",X","148.1",",,,X","","","","","","","0",",,,X","10.50",",X","13.54",",,,X","7.46",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1943-04","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","16",",X","10",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","19430426",",,X","19430430","+,,X","19430430","+,,X","","","19430420",",,X","19430422","+,,X","4.4",",X,26,","0",",,X,30,+","0",",,X,30,+","21.3",",,X,20,","20.0",",X,22,+","2035.9","X","217.2",",X","82.0",",,,X","","","","","","","0",",,,X","11.09",",X","13.80",",,,X","8.38",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1943-05","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","5",",X","2",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","19430516","+,,X","19430531","+,,X","19430531","+,,X","","","19430530",",,X","19430524",",,X","5.6",",X,16,+","0",",,X,31,+","0",",,X,31,+","54.6",",,X,30,","17.8",",X,24,","2265.2","X","229.3",",X","108.1",",,,X","","","","","","","0",",,,X","10.94",",X","13.15",",,,X","8.72",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1943-06","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","7",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","19430602",",,X","19430630","+,,X","19430630","+,,X","","","19430601",",,X","19430622",",,X","6.1",",X,02,","0",",,X,30,+","0",",,X,30,+","7.6",",,X,01,","17.8",",X,22,","2440.1","X","174.9",",X","12.1",",,,X","","","","","","","0",",,,X","12.50",",X","14.70",",,,X","10.31",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1943-07","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","","","","","19430713",",,X","19430731","+,,X","19430731","+,,X","","","19430730","+,,X","19430708",",,X","9.4",",X,13,","0",",,X,31,+","0",",,X,31,+","0.3",",,X,30,+","21.1",",X,08,","140.2","X","140.2",",X","1.2",",,,X","","","","","","","0",",,,X","13.81",",X","15.87",",,,X","11.75",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1943-08","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","19430820",",,X","19430831","+,,X","19430831","+,,X","","","19430829","+,,X","19430804",",,X","8.9",",X,20,","0",",,X,31,+","0",",,X,31,+","1.5",",,X,29,+","20.0",",X,04,","274.8","X","134.6",",X","5.4",",,,X","","","","","","","0",",,,X","13.99",",X","16.33",",,,X","11.65",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1943-09","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","3",",X","0",",X","","","","","19430928",",,X","19430930","+,,X","19430930","+,,X","","","19430926",",,X","19430923",",,X","8.9",",X,28,","0",",,X,30,+","0",",,X,30,+","0.3",",,X,26,","22.2",",X,23,","397.3","X","122.5",",X","0.3",",,,X","","","","","","","0",",,,X","14.25",",X","17.20",",,,X","11.30",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1943-10","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","15",",X","10",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","","","","","19431031",",,X","19431031","+,,X","19431031","+,,X","","","19431024",",,X","19431007",",,X","3.9",",X,31,","0",",,X,31,+","0",",,X,31,+","42.4",",,X,24,","22.2",",X,07,","569.2","X","171.9",",X","117.1",",,,X","","","","","","","0",",,,X","12.79",",X","15.73",",,,X","9.85",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1943-11","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","7",",X","7",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","19431121","+,,X","19431130","+,,X","19431130","+,,X","","","19431120",",,X","19431127","+,,X","3.9",",X,21,+","0",",,X,30,+","0",",,X,30,+","31.5",",,X,20,","20.0",",X,27,+","766.5","X","197.3",",X","91.1",",,,X","","","","","","","0",",,,X","11.76",",X","15.58",",,,X","7.93",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1943-12","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","6",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","19431209",",,X","19431231","+,,X","19431231","+,,X","","","19431219",",,X","19431210",",,X","1.7",",X,09,","0",",,X,31,+","0",",,X,31,+","14.7",",,X,19,","20.0",",X,10,","1034.6","X","268.1",",X","42.4",",,,X","","","","","","","0",",,,X","9.69",",X","13.44",",,,X","5.93",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1944-01","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","13",",X","9",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","19440125",",,X","19440131","+,,X","19440131","+,,X","","","19440123","+,,X","19440112",",,X","1.1",",X,25,","0",",,X,31,+","0",",,X,31,+","13.5",",,X,23,+","18.9",",X,12,","1295.7","X","261.1",",X","74.2",",,,X","","","","","","","0",",,,X","9.91",",X","13.66",",,,X","6.16",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1944-02","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","19",",X","12",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","19440212",",,X","19440229","+,,X","19440229","+,,X","","","19440208",",,X","19440202","+,,X","0.6",",X,12,","0",",,X,29,+","0",",,X,29,+","24.9",",,X,08,","15.6",",X,02,+","1594.1","X","298.4",",X","92.0",",,,X","","","","","","","0",",,,X","8.04",",X","11.21",",,,X","4.88",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1944-03","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","11",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","19440327","+,,X","19440331","+,,X","19440331","+,,X","","","19440303",",,X","19440329","+,,X","1.7",",X,27,+","0",",,X,31,+","0",",,X,31,+","26.2",",,X,03,","19.4",",X,29,+","1891.9","X","297.8",",X","57.3",",,,X","","","","","","","0",",,,X","8.73",",X","11.96",",,,X","5.49",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1944-04","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","21",",X","14",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","19440421","+,,X","19440430","+,,X","19440430","+,,X","","","19440423",",,X","19440426",",,X","4.4",",X,21,+","0",",,X,30,+","0",",,X,30,+","13.7",",,X,23,","17.2",",X,26,","2143.8","X","251.9",",X","108.0",",,,X","","","","","","","0",",,,X","9.94",",X","12.67",",,,X","7.20",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1944-05","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","11",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","19440510",",,X","19440531","+,,X","19440531","+,,X","","","19440514",",,X","19440502",",,X","4.4",",X,10,","0",",,X,31,+","0",",,X,31,+","28.4",",,X,14,","17.8",",X,02,","2370.5","X","226.7",",X","88.6",",,,X","","","","","","","0",",,,X","11.02",",X","13.44",",,,X","8.60",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1944-06","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","7",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","19440615",",,X","19440630","+,,X","19440630","+,,X","","","19440618",",,X","19440619",",,X","7.8",",X,15,","0",",,X,30,+","0",",,X,30,+","20.8",",,X,18,","16.1",",X,19,","2543.1","X","172.6",",X","30.4",",,,X","","","","","","","0",",,,X","12.58",",X","14.43",",,,X","10.72",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1944-07","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","19440707",",,X","19440731","+,,X","19440731","+,,X","","","19440704",",,X","19440730","+,,X","8.3",",X,07,","0",",,X,31,+","0",",,X,31,+","0.8",",,X,04,","16.7",",X,30,+","168.9","X","168.9",",X","2.8",",,,X","","","","","","","0",",,,X","12.89",",X","14.91",",,,X","10.86",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1944-08","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","3",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","19440829",",,X","19440831","+,,X","19440831","+,,X","","","19440831",",,X","19440830",",,X","8.9",",X,29,","0",",,X,31,+","0",",,X,31,+","4.3",",,X,31,","20.0",",X,30,","310.4","X","141.5",",X","4.9",",,,X","","","","","","","0",",,,X","13.77",",X","16.12",",,,X","11.42",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1944-09","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","6",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","19440920","+,,X","19440930","+,,X","19440930","+,,X","","","19440930",",,X","19440921",",,X","7.8",",X,20,+","0",",,X,30,+","0",",,X,30,+","2.8",",,X,30,","20.0",",X,21,","484.4","X","174.0",",X","5.0",",,,X","","","","","","","0",",,,X","12.53",",X","14.93",",,,X","10.13",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1944-10","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.9","X","0.9",",X","6",",X","3",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","4",",X","0",",X","","","","","19441025",",,X","19441031","+,,X","19441031","+,,X","","","19441030",",,X","19441028",",,X","6.1",",X,25,","0",",,X,31,+","0",",,X,31,+","58.7",",,X,30,","25.0",",X,28,","651.2","X","166.8",",X","70.9",",,,X","","","","","","","0",",,,X","12.98",",X","16.36",",,,X","9.60",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1944-11","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.9","X","0.0",",X","18",",X","14",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","19441124","+,,X","19441130","+,,X","19441130","+,,X","","","19441108",",,X","19441128",",,X","3.3",",X,24,+","0",",,X,30,+","0",",,X,30,+","41.7",",,X,08,","18.9",",X,28,","868.5","X","217.3",",X","231.4",",,,X","","","","","","","0",",,,X","11.09",",X","14.71",",,,X","7.47",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1944-12","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.9","X","0.0",",X","13",",X","10",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","","","","","19441231","+,,X","19441231","+,,X","19441231","+,,X","","","19441228",",,X","19441212",",,X","1.7",",X,31,+","0",",,X,31,+","0",",,X,31,+","30.5",",,X,28,","21.1",",X,12,","1117.4","X","248.9",",X","150.5",",,,X","","","","","","","0",",,,X","10.30",",X","13.83",",,,X","6.78",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00024213","1945-01","40.8097","-124.1602","6.1","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","","","0.0","X","0.0",",X","15",",X","10",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","0",",X","0",",X","","","","","19450121",",,X","19450131","+,,X","19450131","+,,X","","","19450115",",,X","19450124","+,,X","-0.6",",X,21,","0",",,X,31,+","0",",,X,31,+","19.3",",,X,15,","16.7",",X,24,+","1395.0","X","277.6",",X","92.6",",,,X","","","","","","","0",",,,X","9.38",",X","12.97",",,,X","5.79",",,,X","","","","","","","","","","","","","","","","","","","","","",""
