"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013782","1957-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1193.0","0","225.2",",0","12",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","","","19570928",",,0","19570930","+,,0","19570930","+,,0","","","19570928",",,0","19570901",",,0","15.0",",0,28,","0",",,0,30,+","0",",,0,30,+","48.5",",,0,28,","35.6",",0,01,","1.4","0","1.4",",0","235.0",",,,0","0",",,,0","25.79",",0","28.78",",,,0","22.81",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1957-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1227.4","0","34.4",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","19571028",",,0","19571031","+,,0","19571031","+,,0","","","19571002",",,0","19571001",",,0","3.9",",0,28,","0",",,0,31,+","0",",,0,31,+","36.1",",,0,02,","27.2",",0,01,","52.8","0","51.4",",0","60.0",",,,0","0",",,,0","17.79",",0","21.47",",,,0","14.10",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1957-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1241.7","0","14.3",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","","","19571130",",,0","19571130","+,,0","19571130","+,,0","","","19571116",",,0","19571103",",,0","2.2",",0,30,","0",",,0,30,+","0",",,0,30,+","18.0",",,0,16,","25.6",",0,03,","155.6","0","102.8",",0","78.0",",,,0","0",",,,0","15.38",",0","19.79",",,,0","10.97",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1957-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1241.7","0","0.0",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","1",",0","0",",0","","","19571212",",,0","19571231","+,,0","19571231","+,,0","","","19571208",",,0","19571216",",,0","-6.7",",0,12,","0",",,0,31,+","0",",,0,31,+","37.8",",,0,08,","21.1",",0,16,","384.9","0","229.3",",0","85.3",",,,0","0",",,,0","10.94",",0","15.56",",,,0","6.32",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1958-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","8",",0","0",",0","0",",0","0",",0","","","19580109",",,0","19580131","+,,0","19580131","+,,0","","","19580113",",,0","19580124",",,0","-4.4",",0,09,","0",",,0,31,+","0",",,0,31,+","37.3",",,0,13,","17.8",",0,24,","736.9","0","352.0",",0","115.2",",,,0","0",",,,0","6.98",",0","10.69",",,,0","3.26",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1958-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","12",",0","1",",0","0",",0","0",",0","","","19580217",",,0","19580228","+,,0","19580213","+,,0","","","19580226",",,0","19580228","+,,0","-8.9",",0,17,","0",",,0,28,+","0",",T,0,13,+","34.5",",,0,26,","20.6",",0,28,+","1068.6","0","331.7",",0","60.8",",,,0","0",",T,,0","6.49",",0","11.40",",,,0","1.57",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1958-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","","","19580322",",,0","19580331","+,,0","19580331","+,,0","","","19580330",",,0","19580303",",,0","1.7",",0,22,","0",",,0,31,+","0",",,0,31,+","54.1",",,0,30,","23.9",",0,03,","1272.5","0","203.9",",0","125.5",",,,0","0",",,,0","11.76",",0","15.36",",,,0","8.15",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1958-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","42.3","0","42.3",",0","11",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","1",",0","","","19580408",",,0","19580430","+,,0","19580430","+,,0","","","19580415",",,0","19580425",",,0","8.3",",0,08,","0",",,0,30,+","0",",,0,30,+","63.0",",,0,15,","33.3",",0,25,","1315.4","0","42.9",",0","168.5",",,,0","0",",,,0","18.31",",0","22.23",",,,0","14.40",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1958-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","181.5","0","139.2",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","19580508",",,0","19580531","+,,0","19580531","+,,0","","","19580525",",,0","19580517","+,,0","9.4",",0,08,","0",",,0,31,+","0",",,0,31,+","10.4",",,0,25,","29.4",",0,17,+","1321.6","0","6.2",",0","34.0",",,,0","0",",,,0","22.62",",0","26.00",",,,0","19.25",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1958-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","404.0","0","222.5",",0","8",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","","","19580605",",,0","19580630","+,,0","19580630","+,,0","","","19580620",",,0","19580614",",,0","17.8",",0,05,","0",",,0,30,+","0",",,0,30,+","61.2",",,0,20,","36.1",",0,14,","1321.6","0","0.0",",0","142.8",",,,0","0",",,,0","25.75",",0","29.24",",,,0","22.26",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1958-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","714.8","0","310.8",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","19580701",",,0","19580731","+,,0","19580731","+,,0","","","19580728",",,0","19580730","+,,0","21.7",",0,01,","0",",,0,31,+","0",",,0,31,+","28.7",",,0,28,","35.6",",0,30,+","0.0","0","0.0",",0","64.5",",,,0","0",",,,0","28.36",",0","31.62",",,,0","25.10",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1958-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","998.7","0","283.9",",0","16",",0","12",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","19580828",",,0","19580831","+,,0","19580831","+,,0","","","19580825",",,0","19580802",",,0","20.0",",0,28,","0",",,0,31,+","0",",,0,31,+","23.6",",,0,25,","35.6",",0,02,","0.0","0","0.0",",0","125.0",",,,0","0",",,,0","27.49",",0","30.90",",,,0","24.08",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1958-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1211.6","0","212.9",",0","10",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","","","19580913",",,0","19580930","+,,0","19580930","+,,0","","","19580912",",,0","19580901",",,0","15.6",",0,13,","0",",,0,30,+","0",",,0,30,+","77.7",",,0,12,","34.4",",0,01,","0.0","0","0.0",",0","150.9",",,,0","0",",,,0","25.43",",0","28.82",",,,0","22.03",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1958-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1252.4","0","40.8",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","","","19581028",",,0","19581031","+,,0","19581031","+,,0","","","19581004",",,0","19581001",",,0","7.8",",0,28,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,04,","31.1",",0,01,","38.9","0","38.9",",0","68.1",",,,0","0",",,,0","18.40",",0","22.49",",,,0","14.30",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1958-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1276.9","0","24.5",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","","","19581130",",,0","19581130","+,,0","19581130","+,,0","","","19581124",",,0","19581119",",,0","4.4",",0,30,","0",",,0,30,+","0",",,0,30,+","6.9",",,0,24,","27.8",",0,19,","104.8","0","65.9",",0","15.6",",,,0","0",",,,0","16.95",",0","21.28",",,,0","12.63",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1958-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1276.9","0","0.0",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","2",",0","0",",0","","","19581212",",,0","19581212",",,0","19581211",",,0","","","19581228","+,,0","19581223","+,,0","-5.0",",0,12,","0",",T,0,12,","0",",T,0,11,","16.5",",,0,28,+","21.1",",0,23,+","389.4","0","284.6",",0","56.5",",,,0","0",",T,,0","9.15",",0","13.34",",,,0","4.97",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1959-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","9",",0","0",",0","1",",0","0",",0","","","19590117",",,0","19590131","+,,0","19590131","+,,0","","","19590101",",,0","19590121",",,0","-7.2",",0,17,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,01,","21.7",",0,21,","685.4","0","296.0",",0","94.8",",,,0","0",",,,0","8.79",",0","13.64",",,,0","3.93",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1959-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","3.3","0","3.3",",0","15",",0","6",",0","3",",0","0",",0","0",",0","0",",0","2",",0","0",",0","6",",0","0",",0","","","19590221",",,0","19590228","+,,0","19590228","+,,0","","","19590213",",,0","19590214",",,0","-1.1",",0,21,","0",",,0,28,+","0",",,0,28,+","29.2",",,0,13,","25.0",",0,14,","862.6","0","177.2",",0","117.1",",,,0","0",",,,0","12.12",",0","15.84",",,,0","8.41",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1959-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","5.8","0","2.5",",0","15",",0","12",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","","","19590302",",,0","19590331","+,,0","19590302",",,0","","","19590305",",,0","19590325",",,0","2.8",",0,02,","0",",,0,31,+","0",",T,0,02,","84.1",",,0,05,","24.4",",0,25,","1019.3","0","156.7",",0","192.4",",,,0","0",",T,,0","13.36",",0","17.49",",,,0","9.23",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1959-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","58.8","0","53.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","19590414",",,0","19590430","+,,0","19590430","+,,0","","","19590402",",,0","19590420",",,0","6.7",",0,14,","0",",,0,30,+","0",",,0,30,+","17.0",",,0,02,","31.1",",0,20,","1051.8","0","32.5",",0","41.2",",,,0","0",",,,0","19.02",",0","23.13",",,,0","14.90",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1959-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","238.7","0","179.9",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","19590515",",,0","19590531","+,,0","19590531","+,,0","","","19590525",",,0","19590503",",,0","14.4",",0,15,","0",",,0,31,+","0",",,0,31,+","54.9",",,0,25,","35.0",",0,03,","1051.8","0","0.0",",0","112.6",",,,0","0",",,,0","24.14",",0","27.30",",,,0","20.97",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1959-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","476.5","0","237.8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","","","19590604","+,,0","19590630","+,,0","19590630","+,,0","","","19590601",",,0","19590629","+,,0","18.3",",0,04,+","0",",,0,30,+","0",",,0,30,+","17.8",",,0,01,","37.8",",0,29,+","1051.8","0","0.0",",0","30.2",",,,0","0",",,,0","26.26",",0","29.90",",,,0","22.61",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1959-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","748.3","0","271.8",",0","17",",0","13",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","19590705",",,0","19590731","+,,0","19590731","+,,0","","","19590712",",,0","19590710",",,0","21.7",",0,05,","0",",,0,31,+","0",",,0,31,+","42.9",",,0,12,","32.8",",0,10,","0.0","0","0.0",",0","195.9",",,,0","0",",,,0","27.10",",0","30.02",",,,0","24.18",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1959-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1036.6","0","288.3",",0","13",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","19590813",",,0","19590831","+,,0","19590831","+,,0","","","19590801",",,0","19590825",",,0","22.8",",0,13,","0",",,0,31,+","0",",,0,31,+","16.8",",,0,01,","33.3",",0,25,","0.0","0","0.0",",0","71.0",",,,0","0",",,,0","27.63",",0","30.90",",,,0","24.37",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1959-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1223.4","0","186.8",",0","16",",0","12",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","19590920","+,,0","19590930","+,,0","19590930","+,,0","","","19590929",",,0","19590902",",,0","16.1",",0,20,+","0",",,0,30,+","0",",,0,30,+","100.6",",,0,29,","33.9",",0,02,","0.0","0","0.0",",0","252.8",",,,0","0",",,,0","24.56",",0","27.68",",,,0","21.44",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1959-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1343.6","0","120.2",",0","16",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","1",",0","","","19591026",",,0","19591031","+,,0","19591031","+,,0","","","19591029",",,0","19591001",",,0","10.0",",0,26,","0",",,0,31,+","0",",,0,31,+","90.7",",,0,29,","32.2",",0,01,","15.8","0","15.8",",0","298.3",",,,0","0",",,,0","21.70",",0","24.92",",,,0","18.47",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1959-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1360.6","0","17.0",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","14",",0","0",",0","","","19591130",",,0","19591130","+,,0","19591130","+,,0","","","19591107",",,0","19591101",",,0","-2.2",",0,30,","0",",,0,30,+","0",",,0,30,+","18.3",",,0,07,","27.2",",0,01,","148.9","0","133.1",",0","40.4",",,,0","0",",,,0","14.47",",0","18.74",",,,0","10.19",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1959-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1360.6","0","0.0",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","19591223","+,,0","19591231","+,,0","19591231","+,,0","","","19591212",",,0","19591228","+,,0","0.6",",0,23,+","0",",,0,31,+","0",",,0,31,+","19.3",",,0,12,","20.6",",0,28,+","386.6","0","237.7",",0","43.9",",,,0","0",",,,0","10.66",",0","14.88",",,,0","6.45",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1960-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","1",",0","0",",0","","","19600123",",,0","19600131","+,,0","19600131","+,,0","","","19600130",",,0","19600113",",,0","-3.9",",0,23,","0",",,0,31,+","0",",,0,31,+","51.6",",,0,30,","25.0",",0,13,","645.3","0","258.7",",0","110.9",",,,0","0",",,,0","9.99",",0","13.81",",,,0","6.16",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1960-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","10",",0","6",",0","2",",0","0",",0","0",",0","0",",0","3",",0","0",",0","1",",0","0",",0","","","19600215",",,0","19600229","+,,0","19600229","+,,0","","","19600205",",,0","19600211",",,0","-0.6",",0,15,","0",",,0,29,+","0",",,0,29,+","36.3",",,0,05,","21.1",",0,11,","895.9","0","250.6",",0","112.3",",,,0","0",",,,0","9.69",",0","13.79",",,,0","5.59",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1960-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1.4","0","1.4",",0","11",",0","11",",0","0",",0","1",",0","1",",0","0",",0","8",",0","0",",0","3",",0","0",",0","","","19600306",",,0","19600312",",,0","19600311",",,0","","","19600316",",,0","19600331",",,0","-3.3",",0,06,","25",",,0,12,","25",",,0,11,","24.1",",,0,16,","25.0",",0,31,","1208.8","0","312.9",",0","88.7",",,,0","25",",,,0","8.29",",0","12.44",",,,0","4.14",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1960-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","48.0","0","46.6",",0","5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","","","19600411",",,0","19600430","+,,0","19600430","+,,0","","","19600404",",,0","19600425","+,,0","5.6",",0,11,","0",",,0,30,+","0",",,0,30,+","12.2",",,0,04,","27.2",",0,25,+","1239.3","0","30.5",",0","39.2",",,,0","0",",,,0","18.87",",0","22.99",",,,0","14.75",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1960-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","181.5","0","133.5",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","","","19600509",",,0","19600531","+,,0","19600531","+,,0","","","19600525",",,0","19600523",",,0","11.1",",0,09,","0",",,0,31,+","0",",,0,31,+","26.9",",,0,25,","33.9",",0,23,","1242.4","0","3.1",",0","36.9",",,,0","0",",,,0","22.54",",0","27.10",",,,0","17.98",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1960-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","396.7","0","215.2",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","","","19600610",",,0","19600630","+,,0","19600630","+,,0","","","19600603",",,0","19600624",",,0","17.2",",0,10,","0",",,0,30,+","0",",,0,30,+","23.9",",,0,03,","33.9",",0,24,","1242.4","0","0.0",",0","82.8",",,,0","0",",,,0","25.51",",0","29.04",",,,0","21.97",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1960-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","668.6","0","271.9",",0","14",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","19600730",",,0","19600731","+,,0","19600731","+,,0","","","19600716",",,0","19600703",",,0","20.0",",0,30,","0",",,0,31,+","0",",,0,31,+","62.2",",,0,16,","35.6",",0,03,","0.0","0","0.0",",0","298.3",",,,0","0",",,,0","27.10",",0","30.15",",,,0","24.06",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1960-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","944.8","0","276.2",",0","9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","19600826","+,,0","19600831","+,,0","19600831","+,,0","","","19600823",",,0","19600809",",,0","20.6",",0,26,+","0",",,0,31,+","0",",,0,31,+","44.2",",,0,23,","33.9",",0,09,","0.0","0","0.0",",0","95.6",",,,0","0",",,,0","27.24",",0","30.70",",,,0","23.79",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1960-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1147.6","0","202.8",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","19600927",",,0","19600930","+,,0","19600930","+,,0","","","19600911",",,0","19600906",",,0","17.8",",0,27,","0",",,0,30,+","0",",,0,30,+","107.7",",,0,11,","31.1",",0,06,","0.0","0","0.0",",0","207.7",",,,0","0",",,,0","25.09",",0","28.19",",,,0","21.99",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1960-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1259.1","0","111.5",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","19601022",",,0","19601031","+,,0","19601031","+,,0","","","19601007",",,0","19601009",",,0","9.4",",0,22,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,07,","30.0",",0,09,","21.4","0","21.4",",0","37.2",",,,0","0",",,,0","21.24",",0","24.85",",,,0","17.62",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1960-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1267.7","0","8.6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","","","19601108",",,0","19601130","+,,0","19601130","+,,0","","","19601118",",,0","19601116",",,0","4.4",",0,08,","0",",,0,30,+","0",",,0,30,+","18.0",",,0,18,","26.7",",0,16,","108.1","0","86.7",",0","19.6",",,,0","0",",,,0","15.73",",0","20.16",",,,0","11.30",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1960-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1267.7","0","0.0",",0","5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","2",",0","0",",0","","","19601222","+,,0","19601231","+,,0","19601231","+,,0","","","19601211",",,0","19601207",",,0","-3.9",",0,22,+","0",",,0,31,+","0",",,0,31,+","17.0",",,0,11,","22.8",",0,07,","427.1","0","319.0",",0","53.0",",,,0","0",",,,0","8.04",",0","12.92",",,,0","3.17",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1961-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","0",",0","0",",0","","","19610122",",,0","19610126","+,,0","19610125",",,0","","","19610126",",,0","19610107",",,0","-5.6",",0,22,","0",",T,0,26,+","0",",T,0,25,","21.1",",,0,26,","19.4",",0,07,","745.3","0","318.2",",0","49.8",",,,0","0",",T,,0","8.07",",0","12.62",",,,0","3.51",",,,0","","","","","","","","","","","","","","","",""
