"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00094173","2000-03","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.2",",W","","","","","11",",W","5",",W","0",",W","","","","","","","","","","","","","","","","","","","","","","","","","20000319",",,W","","","","","","","","","6.1",",,W,19,","","","","","","","27.7",",,,W","","","","","","","","","","","280",",W","280",",W","9.4",",W","13.4",",W"
"USW00094173","2000-08","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.9",",W","","","0.3",",W","10",",W","4",",W","0",",W","","","","","0",",W","4",",W","0",",W","24",",W","0",",W","","","20000829","+,,W","","","","","","","20000804",",,W","20000801",",,W","0.0",",W,29,+","","","","","5.8",",,W,04,","30.0",",W,01,","","","162.1",",W","25.8",",,,W","","","13.11",",W","22.63",",,,W","3.60",",,,W","","","290",",W","270",",W","9.8",",W","13.9",",W"
"USW00094173","2000-09","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.9",",W","","","0.0",",W","9",",W","3",",W","0",",W","","","","","0",",W","19",",W","1",",W","4",",W","0",",W","","","20000924",",,W","","","","","","","20000922",",,W","20000915",",,W","-10.6",",W,24,","","","","","3.8",",,W,22,","25.6",",W,15,","","","355.1",",W","15.0",",,,W","","","6.50",",W","14.91",",,,W","-1.92",",,,W","","","270",",W","290",",W","9.8",",W","17.0",",W"
"USW00094173","2000-10","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.3",",W","","","0.0",",W","17",",W","8",",W","0",",W","","","","","0",",W","31",",W","0",",W","0",",W","0",",W","","","20001007",",,W","","","","","","","20001001",",,W","20001010",",,W","-11.7",",W,07,","","","","","20.3",",,W,01,","15.0",",W,10,","","","515.2",",W","63.6",",,,W","","","1.71",",W","7.56",",,,W","-4.14",",,,W","","","280",",W","250",",W","7.6",",W","13.0",",W"
"USW00094173","2000-11","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.3",",W","","","0.0",",W","9",",W","2",",W","0",",W","","","","","14",",W","30",",W","25",",W","0",",W","0",",W","","","20001112",",,W","","","","","","","20001107",",,W","20001104",",,W","-22.8",",W,12,","","","","","3.0",",,W,07,","3.3",",W,04,","","","858.5",",W","10.8",",,,W","","","-10.29",",W","-4.04",",,,W","-16.53",",,,W","","","280",",W","240",",W","6.7",",W","11.6",",W"
"USW00094173","2000-12","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.3",",W","","","0.0",",W","3",",W","2",",W","0",",W","","","","","11",",W","31",",W","30",",W","0",",W","0",",W","","","20001221",",,W","","","","","","","20001204",",,W","20001206",",,W","-26.7",",W,21,","","","","","4.6",",,W,04,","1.1",",W,06,","","","897.0",",W","9.4",",,,W","","","-10.60",",W","-4.73",",,,W","-16.48",",,,W","","","250",",W","240",",W","8.9",",W","13.0",",W"
"USW00094173","2001-01","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","0.4",",W","0.0","W","0.0","1,W","10",",W","4",",W","0",",W","","","","","22",",W","31",",W","28","1,W","0","1,W","0","1,W","","","20010129","+,,W","","","","","","","20010105",",,W","20010105",",1,W","-30.6",",W,29,+","","","","","8.6",",,W,05,","3.3","1,W,05,","","","939.6","1,W","31.4",",,,W","","","-13.15","1,W","-5.62","1,,,W","-20.69",",,,W","","","300",",W","310",",W","6.7",",W","9.4",",W"
"USW00094173","2001-02","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","0.9",",W","0.0","W","0.0",",W","11",",W","1",",W","0",",W","","","","","10",",W","28",",W","28",",W","0",",W","0",",W","","","20010208",",,W","","","","","","","20010220",",,W","20010219","+,,W","-34.4",",W,08,","","","","","3.8",",,W,20,","0.0",",W,19,+","","","815.5",",W","14.8",",,,W","","","-10.79",",W","-4.75",",,,W","-16.84",",,,W","","","280",",W","280",",W","8.9",",W","12.5",",W"
"USW00094173","2001-03","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.2",",W","0.0","W","0.0",",W","12",",W","6",",W","0",",W","","","","","6",",W","31",",W","10",",W","0",",W","0",",W","","","20010302",",,W","","","","","","","20010320",",,W","20010324",",,W","-24.4",",W,02,","","","","","12.7",",,W,20,","7.8",",W,24,","","","719.5",",W","37.6",",,,W","","","-4.88",",W","2.13",",,,W","-11.88",",,,W","","","280",",W","260",",W","9.4",",W","13.0",",W"
"USW00094173","2001-04","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.5",",W","0.0","W","0.0",",W","16",",W","7",",W","0",",W","","","","","3",",W","30",",W","6",",W","0",",W","0",",W","","","20010415",",,W","","","","","","","20010402",",,W","20010428",",,W","-20.6",",W,15,","","","","","10.4",",,W,02,","13.9",",W,28,","","","608.4",",W","51.2",",,,W","","","-1.95",",W","4.44",",,,W","-8.33",",,,W","","","290",",W","270",",W","10.3",",W","14.8",",W"
"USW00094173","2001-05","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.9",",W","0.0","W","0.0",",W","7",",W","3",",W","0",",W","","","","","0",",W","27",",W","0",",W","2",",W","0",",W","","","20010502",",,W","","","","","","","20010527","+,,W","20010524",",,W","-11.7",",W,02,","","","","","5.3",",,W,27,+","21.7",",W,24,","","","419.0",",W","18.2",",,,W","","","4.82",",W","13.01",",,,W","-3.38",",,,W","","","250",",W","220",",W","8.9",",W","15.6",",W"
"USW00094173","2001-06","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","2.1",",W","0.0","W","0.0",",W","8",",W","2",",W","0",",W","","","","","0",",W","16",",W","0",",W","11",",W","0",",W","","","20010613",",,W","","","","","","","20010613",",,W","20010630","+,,W","-3.9",",W,13,","","","","","15.0",",,W,13,","25.6",",W,30,+","","","282.1",",W","29.3",",,,W","","","8.93",",W","16.91",",,,W","0.95",",,,W","","","280",",W","270",",W","11.6",",W","17.9",",W"
"USW00094173","2001-07","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.9",",W","0.0","W","0.0",",W","13",",W","6",",W","0",",W","","","","","0",",W","0",",W","0",",W","21",",W","0",",W","","","20010731",",,W","","","","","","","20010709",",,W","20010703","+,,W","1.1",",W,31,","","","","","18.0",",,W,09,","27.8",",W,03,+","153.9","W","153.9",",W","49.7",",,,W","","","13.37",",W","22.01",",,,W","4.73",",,,W","","","280",",W","260",",W","9.4",",W","16.1",",W"
"USW00094173","2001-08","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.7",",W","0.0","W","0.0",",W","6",",W","2",",W","0",",W","","","","","0",",W","1",",W","0",",W","27",",W","0",",W","","","20010801",",,W","","","","","","","20010813",",,W","20010806",",,W","-1.1",",W,01,","","","","","3.6",",,W,13,","28.9",",W,06,","299.0","W","145.1",",W","10.7",",,,W","","","13.65",",W","23.74",",,,W","3.56",",,,W","","","310",",W","300",",W","11.6",",W","16.1",",W"
"USW00094173","2001-09","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.7",",W","0.0","W","0.0",",W","9",",W","4",",W","0",",W","","","","","0",",W","23",",W","0",",W","9",",W","0",",W","","","20010909","+,,W","","","","","","","20010913",",,W","20010904","+,,W","-5.0",",W,09,+","","","","","5.1",",,W,13,","25.6",",W,04,+","588.9","W","289.9",",W","19.3",",,,W","","","8.67",",W","17.97",",,,W","-0.63",",,,W","","","300",",W","300",",W","9.4",",W","14.3",",W"
"USW00094173","2001-10","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","2.2",",W","0.0","W","0.0",",W","7",",W","5",",W","0",",W","","","","","0",",W","31",",W","3",",W","0",",W","0",",W","","","20011012",",,W","","","","","","","20011031",",,W","20011001",",,W","-13.9",",W,12,","","","","","11.4",",,W,31,","20.6",",W,01,","1134.8","W","545.9",",W","33.2",",,,W","","","0.72",",W","7.47",",,,W","-6.03",",,,W","0","5,","310",",W","300",",W","8.9",",W","13.4",",W"
"USW00094173","2001-11","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.2",",W","0.0","W","0.0",",W","11",",W","4",",W","0",",W","","","","","1",",W","30",",W","8",",W","0",",W","0",",W","","","20011127",",,W","","","","","","","20011106",",,W","20011105",",,W","-22.2",",W,27,","","","","","21.3",",,W,06,","10.6",",W,05,","1772.6","W","637.8",",W","35.6",",,,W","","","-2.93",",W","1.99",",,,W","-7.84",",,,W","","","290",",W","300",",W","6.7",",W","9.8",",W"
"USW00094173","2001-12","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.2",",W","0.0","W","0.0",",W","12",",W","4",",W","0",",W","","","","","11",",W","31",",W","30",",W","0",",W","0",",W","","","20011227",",,W","","","","","","","20011202",",,W","20011220",",,W","-25.0",",W,27,","","","","","8.6",",,W,02,","0.6",",W,20,","2673.5","W","900.9",",W","26.8",",,,W","","","-10.73",",W","-5.61",",,,W","-15.85",",,,W","","","300",",W","310",",W","6.7",",W","11.2",",W"
"USW00094173","2002-01","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.3",",W","0.0","W","0.0",",W","13",",W","2",",W","0",",W","","","","","16",",W","31",",W","28",",W","0",",W","0",",W","","","20020130",",,W","","","","","","","20020121",",,W","20020112","+,,W","-33.9",",W,30,","","","","","11.4",",,W,21,","2.2",",W,12,+","3621.0","W","947.5",",W","24.1",",,,W","","","-12.23",",W","-6.85",",,,W","-17.61",",,,W","0","1,W","310",",W","310",",W","10.3",",W","14.8",",W"
"USW00094173","2002-02","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.0",",W","0.0","W","0.0",",W","8",",W","2",",W","0",",W","","","","","22",",W","28",",W","25",",W","0",",W","0",",W","","","20020226",",,W","","","","","","","20020224","+,,W","20020223",",,W","-36.1",",W,26,","","","","","4.6",",,W,24,+","5.0",",W,23,","4493.2","W","872.2",",W","14.9",",,,W","","","-12.82",",W","-4.72",",,,W","-20.91",",,,W","0",",W","310",",W","300",",W","8.0",",W","11.6",",W"
"USW00094173","2002-03","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","2.0",",W","0.0","W","0.0",",W","15",",W","3",",W","0",",W","","","","","10",",W","31",",W","18",",W","0",",W","0",",W","","","20020302",",,W","","","","","","","20020306",",,W","20020322",",,W","-33.9",",W,02,","","","","","11.7",",,W,06,","9.4",",W,22,","5306.9","W","813.7",",W","34.4",",,,W","","","-7.92",",W","-1.67",",,,W","-14.16",",,,W","0",",W","310",",W","310",",W","10.7",",W","16.5",",W"
"USW00094173","2002-04","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.7",",W","","","","","14","4,W","5","4,W","0","4,W","","","","","","","","","","","","","","","","","","","","","","","","","20020410",",4,W","","","","","","","","","15.7","4,,W,10,","","","","","","","66.8","4,,,W","","","","","","","","","","","","","","","","","",""
"USW00094173","2002-05","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.9",",W","","","0.0",",W","13",",W","5",",W","0",",W","","","","","0",",W","26",",W","1",",W","3",",W","0",",W","","","20020509",",,W","","","","","","","20020522",",,W","20020531","+,,W","-12.8",",W,09,","","","","","5.1",",,W,22,","21.7",",W,31,+","","","464.6",",W","28.1",",,,W","","","3.35",",W","10.09",",,,W","-3.40",",,,W","0","2,W","320",",W","310",",W","10.3",",W","16.5",",W"
"USW00094173","2002-06","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.7",",W","","","0.0",",W","13",",W","6",",W","0",",W","","","","","0",",W","12",",W","0",",W","9",",W","0",",W","","","20020610","+,,W","","","","","","","20020609",",,W","20020628","+,,W","-3.3",",W,10,+","","","","","18.8",",,W,09,","25.6",",W,28,+","","","283.0",",W","60.4",",,,W","","","8.90",",W","16.66",",,,W","1.13",",,,W","0","4,W","300",",W","250",",W","10.3",",W","17.4",",W"
"USW00094173","2002-07","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.7",",W","","","0.6",",W","9",",W","4",",W","0",",W","","","","","0",",W","1",",W","0",",W","28",",W","0",",W","","","20020728",",,W","","","","","","","20020722",",,W","20020714",",,W","0.0",",W,28,","","","","","11.9",",,W,22,","30.0",",W,14,","116.3","W","116.3",",W","37.5",",,,W","","","14.60",",W","24.06",",,,W","5.14",",,,W","","","300",",W","300",",W","10.7",",W","13.9",",W"
"USW00094173","2002-08","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","2.0",",W","","","0.0",",W","8",",W","2",",W","0",",W","","","","","0",",W","10",",W","0",",W","14",",W","0",",W","","","20020809",",,W","","","","","","","20020803",",,W","20020816",",,W","-2.2",",W,09,","","","","","12.7",",,W,03,","23.9",",W,16,","355.8","W","239.5",",W","21.5",",,,W","","","10.61",",W","19.96",",,,W","1.25",",,,W","0","4,W","250",",W","260",",W","10.7",",W","16.5",",W"
"USW00094173","2002-09","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.7",",W","","","0.0",",W","8",",W","5",",W","0",",W","","","","","0",",W","19",",W","0",",W","5",",W","0",",W","","","20020922",",,W","","","","","","","20020906",",,W","20020903",",,W","-5.6",",W,22,","","","","","23.6",",,W,06,","23.9",",W,03,","688.2","W","332.4",",W","55.8",",,,W","","","7.25",",W","15.45",",,,W","-0.94",",,,W","0","2,W","260",",W","260",",W","8.0",",W","14.8",",W"
"USW00094173","2002-10","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.5",",W","","","0.0",",W","12",",W","3",",W","0",",W","","","","","0",",W","31",",W","6",",W","0",",W","0",",W","","","20021031",",,W","","","","","","","20021024",",,W","20021017","+,,W","-17.2",",W,31,","","","","","5.1",",,W,24,","12.2",",W,17,+","1284.8","W","596.6",",W","19.5",",,,W","","","-0.91",",W","5.54",",,,W","-7.36",",,,W","0","3,W","250",",W","260",",W","8.9",",W","13.9",",W"
"USW00094173","2002-11","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.2",",W","","","0.0",",W","6",",W","3",",W","0",",W","","","","","6",",W","30",",W","20",",W","0",",W","0",",W","","","20021125",",,W","","","","","","","20021123",",,W","20021122","+,,W","-22.8",",W,25,","","","","","20.3",",,W,23,","6.7",",W,22,+","2025.1","W","740.3",",W","31.1",",,,W","","","-6.34",",W","-0.61",",,,W","-12.08",",,,W","0",",W","230",",W","230",",W","7.6",",W","14.8",",W"
"USW00094173","2002-12","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.1",",W","","","0.0",",W","9",",W","2",",W","0",",W","","","","","8",",W","31",",W","28",",W","0",",W","0",",W","","","20021225",",,W","","","","","","","20021228","+,,W","20021228","+,,W","-27.2",",W,25,","","","","","3.0",",,W,28,+","0.6",",W,28,+","2854.7","W","829.6",",W","10.9",",,,W","","","-8.43",",W","-3.50",",,,W","-13.36",",,,W","0",",W","260",",W","270",",W","7.6",",W","13.4",",W"
"USW00094173","2003-01","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.1",",W","0.0","W","0.0",",W","15",",W","5",",W","0",",W","","","","","7",",W","31",",W","22",",W","0",",W","0",",W","","","20030110",",,W","","","","","","","20030127",",,W","20030131",",,W","-23.9",",W,10,","","","","","5.8",",,W,27,","2.8",",W,31,","3637.9","W","783.2",",W","29.1",",,,W","","","-6.93",",W","-1.96",",,,W","-11.90",",,,W","0",",W","250",",W","230",",W","7.6",",W","13.9",",W"
"USW00094173","2003-02","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.2",",W","0.0","W","0.0",",W","9",",W","3",",W","0",",W","","","","","18",",W","28",",W","26",",W","0",",W","0",",W","","","20030224",",,W","","","","","","","20030221",",,W","20030201",",,W","-38.9",",W,24,","","","","","5.8",",,W,21,","2.8",",W,01,","4496.3","W","858.4",",W","19.3",",,,W","","","-12.32",",W","-4.95",",,,W","-19.70",",,,W","","","250",",W","250",",W","8.9",",W","12.5",",W"
"USW00094173","2003-03","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","2.2",",W","0.0","W","0.0",",W","14",",W","2",",W","0",",W","","","","","5",",W","31",",W","14",",W","0",",W","0",",W","","","20030302",",,W","","","","","","","20030326",",,W","20030313",",,W","-25.6",",W,02,","","","","","9.9",",,W,26,","10.0",",W,13,","5210.6","W","714.3",",W","24.1",",,,W","","","-4.71",",W","0.80",",,,W","-10.21",",,,W","0",",W","260",",W","250",",W","9.8",",W","14.8",",W"
"USW00094173","2003-04","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.3",",W","0.0","W","0.0",",W","17",",W","8",",W","0",",W","","","","","2",",W","30",",W","5",",W","0",",W","0",",W","","","20030405",",,W","","","","","","","20030426",",,W","20030411",",,W","-21.7",",W,05,","","","","","18.0",",,W,26,","12.8",",W,11,","5794.6","W","584.0",",W","72.6",",,,W","","","-1.14",",W","5.37",",,,W","-7.64",",,,W","0","3,W","230",",W","240",",W","8.9",",W","14.8",",W"
"USW00094173","2003-05","44.544778","-110.422064","2372.0","YELLOWSTONE LAKE, WY US","1.6",",W","0.0","W","0.0",",W","15",",W","8",",W","0",",W","","","","","0",",W","27",",W","0",",W","3",",W","0",",W","","","20030519",",,W","","","","","","","20030512",",,W","20030528",",,W","-9.4",",W,19,","","","","","8.6",",,W,12,","25.6",",W,28,","6238.2","W","443.6",",W","47.4",",,,W","","","4.02",",W","10.97",",,,W","-2.93",",,,W","0",",W","270",",W","290",",W","9.4",",W","13.9",",W"
