"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00024216","1892-11","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","9",",6","7",",6","4",",6","","","0",",6","","","","","","","","","","","","","","","","","","","18921130","+,,6","","","18921129",",,6","","","","","","","0",",,6,30,+","43.2",",,6,29,","","","","","","","184.3",",,,6","","","","","","","","","0",",,,6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1892-12","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","11",",6","9",",6","4",",6","","","0",",6","","","","","","","","","","","","","","","","","","","18921231","+,,6","","","18921223",",,6","","","","","","","0",",,6,31,+","45.5",",,6,23,","","","","","","","208.6",",,,6","","","","","","","","","0",",,,6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1893-01","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","6",",6","5",",6","1",",6","","","0",",6","","","","","","","","","","","4","","","","","","","","18930131","+,,6","","","18930126",",,6","","","","","","","0",",,6,31,+","41.4",",,6,26,","","","","","","","97.1",",,,6","","","","","","","","","0",",,,6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1893-02","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","8",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","18930228","+,,6","","","18930203",",,6","","","","","","","0",",,6,28,+","24.1",",,6,03,","","","","","","","81.9",",,,6","","","","","","","","","0",",,,6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1893-03","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","22",",6","12",",6","3",",6","","","0",",6","","","","","","","","","","","","","","","","","","","18930331","+,,6","","","18930311",",,6","","","","","","","0",",,6,31,+","30.5",",,6,11,","","","","","","","154.4",",,,6","","","","","","","","","0",",,,6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1893-04","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","9",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","18930430","+,,6","","","18930405",",,6","","","","","","","0",",,6,30,+","10.4",",,6,05,","","","","","","","36.3",",,,6","","","","","","","","","0",",,,6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1893-05","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","6",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","18930531","+,,6","","","18930508",",,6","","","","","","","0",",,6,31,+","6.6",",,6,08,","","","","","","","15.6",",,,6","","","","","","","","","0",",,,6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1893-06","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","0",",6","0",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","18930630","+,,6","","","18930630","+,,6","","","","","","","0",",,6,30,+","0.0",",,6,30,+","","","","","","","0.0",",,,6","","","","","","","","","0",",,,6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1893-07","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","1",",6","0",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","18930731","+,,6","","","18930710",",,6","","","","","","","0",",,6,31,+","0.8",",,6,10,","","","","","","","0.8",",,,6","","","","","","","","","0",",,,6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1893-08","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","0",",6","0",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","18930831","+,,6","","","18930831","+,,6","","","","","","","0",",,6,31,+","0.0",",,6,31,+","","","","","","","0.0",",,,6","","","","","","","","","0",",,,6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1893-09","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","9",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","18930930","+,,6","","","18930910",",,6","","","","","","","0",",,6,30,+","12.2",",,6,10,","","","","","","","30.1",",,,6","","","","","","","","","0",",,,6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1893-12","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","10",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","1","","","","","","","","18931231","+,,6","","","18931224",",,6","","","","","","","0",",,6,31,+","21.6",",,6,24,","","","","","","","67.3",",,,6","","","","","","","","","0",",,,6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1894-01","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","13",",6","6",",6","2",",6","","","0",",6","","","","","","","","","","","2","","","","","","","","18940131","+,,6","","","18940120",",,6","","","","","","","0",",,6,31,+","50.8",",,6,20,","","","","","","","131.1",",,,6","","","","","","","","","0",",,,6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1894-02","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","10",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","18940228","+,,6","","","18940205",",,6","","","","","","","0",",,6,28,+","21.8",",,6,05,","","","","","","","58.5",",,,6","","","","","","","","","0",",,,6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1894-03","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","14",",6","6",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","18940331","+,,6","","","18940302",",,6","","","","","","","0",",,6,31,+","20.1",",,6,02,","","","","","","","60.9",",,,6","","","","","","","","","0",",,,6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1894-04","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","3",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","18940430","+,,6","","","18940426",",,6","","","","","","","0",",,6,30,+","10.4",",,6,26,","","","","","","","14.0",",,,6","","","","","","","","","0",",,,6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1894-05","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","9",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","18940531","+,,6","","","18940514",",,6","","","","","","","0",",,6,31,+","14.0",",,6,14,","","","","","","","37.2",",,,6","","","","","","","","","0",",,,6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1894-06","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","7",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","18940630","+,,6","","","18940601",",,6","","","","","","","0",",,6,30,+","11.4",",,6,01,","","","","","","","25.4",",,,6","","","","","","","","","0",",,,6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1894-07","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","1",",6","0",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","18940731","+,,6","","","18940711",",,6","","","","","","","0",",,6,31,+","0.5",",,6,11,","","","","","","","0.5",",,,6","","","","","","","","","0",",,,6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1894-10","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","6",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18941018",",,6","","","","","","","","","9.7",",,6,18,","","","","","","","22.7",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1894-12","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","22",",6","18",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18941219",",,6","","","","","","","","","43.2",",,6,19,","","","","","","","279.6",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1895-10","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18951021","+,,6","","","","","","","","","0.0",",T,6,21,+","","","","","","","0.0",",T,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1895-12","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","8",",6","5",",6","0",",6","","","","","","","","","","","","","","","2","","","","","","","","","","","","18951205",",,6","","","","","","","","","22.6",",,6,05,","","","","","","","76.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1896-01","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","13",",6","12",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18960125",",,6","","","","","","","","","35.1",",,6,25,","","","","","","","185.3",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1896-03","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","","","","","","","","","1",",6","","","","","","","","","","","","","","","","","","","18960302",",,6","","","","","","","","","","","25",",,6,02,","","","","","","","","","","","","","","","","","","","25",",,,6","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1896-06","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18960602",",,6","","","","","","","","","0.0",",T,6,02,","","","","","","","0.0",",T,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1896-08","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18960830",",,6","","","","","","","","","13.7",",,6,30,","","","","","","","13.7",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1896-09","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18960919",",,6","","","","","","","","","11.9",",,6,19,","","","","","","","16.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1896-10","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18961026",",,6","","","","","","","","","9.7",",,6,26,","","","","","","","16.8",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1897-01","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1897-05","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18970523",",,6","","","","","","","","","1.0",",,6,23,","","","","","","","1.5",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1897-06","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","6",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18970615",",,6","","","","","","","","","17.8",",,6,15,","","","","","","","31.8",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1897-07","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18970731","+,,6","","","","","","","","","0.0",",,6,31,+","","","","","","","0.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1897-08","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18970818",",,6","","","","","","","","","0.0",",T,6,18,","","","","","","","0.0",",T,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1897-09","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18970928",",,6","","","","","","","","","0.5",",,6,28,","","","","","","","0.8",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1897-10","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","6",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18971022",",,6","","","","","","","","","27.4",",,6,22,","","","","","","","68.5",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1897-11","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","8",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18971121",",,6","","","","","","","","","14.7",",,6,21,","","","","","","","37.8",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1897-12","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","7",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18971208",",,6","","","","","","","","","23.6",",,6,08,","","","","","","","47.3",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1898-01","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18980116",",,6","","","","","","","","","6.4",",,6,16,","","","","","","","13.7",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1898-02","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","13",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18980228",",,6","","","","","","","","","38.1",",,6,28,","","","","","","","138.5",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1898-03","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18980316",",,6","","","","","","","","","0.3",",,6,16,","","","","","","","0.3",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1898-04","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18980402",",,6","","","","","","","","","10.4",",,6,02,","","","","","","","16.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1898-05","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","5",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18980515",",,6","","","","","","","","","21.1",",,6,15,","","","","","","","56.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1898-06","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18980611",",,6","","","","","","","","","3.0",",,6,11,","","","","","","","3.5",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1898-07","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18980731","+,,6","","","","","","","","","0.0",",,6,31,+","","","","","","","0.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1898-08","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18980831","+,,6","","","","","","","","","0.0",",,6,31,+","","","","","","","0.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1898-09","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18980926",",,6","","","","","","","","","4.6",",,6,26,","","","","","","","10.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1898-10","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","7",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18981003",",,6","","","","","","","","","5.6",",,6,03,","","","","","","","13.7",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1898-11","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18981129",",,6","","","","","","","","","10.9",",,6,29,","","","","","","","30.7",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1898-12","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18981214",",,6","","","","","","","","","19.8",",,6,14,","","","","","","","43.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1899-02","40.15186","-122.25478","108.0","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","","","","","","","","","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18990202",",,6","","","","","","","","","0.3",",,6,02,","","","","","","","0.3",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
